GAS,TEMP,LOW,HIGH,INPUT,SAMPLING,MODEL,R2_MEAN,R2_STD,MAE_MEAN,MAE_STD,MAPE_MEAN,MAPE_STD
Ar,313,0.1,1,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9695277774062255,0.024762011967807824,0.00844572334895604,0.0015873558206261724,1.945477969007812,0.08022633346848615
Ar,313,0.1,1,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.3440412474870097,0.05465307325785317,0.10188972513762666,0.003255867565793021,54.518788982867775,4.306834914598655
Ar,313,0.1,1,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.2541288608885069,0.06493823262219209,0.10713985824553526,0.005035441207924324,56.743954809734205,5.076890813608514
Ar,313,0.1,1,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.3389722750072662,0.054819179358562085,0.09721044294976645,0.0038534478364296585,52.67381867663031,3.925282589671407
Ar,313,0.1,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9682430166896833,0.0018899107887327892,0.04259519610426934,0.0003722692733073839,3.987635108810781,0.031703417952436384
Ar,313,0.1,5,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9654922697642748,0.00212874302916368,0.043077827412492435,0.0006119535239901905,3.9486350096571288,0.09894139581937336
Ar,313,0.1,5,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9656717373076334,0.0017264722569914717,0.04124000577236606,0.0006482283542289693,3.7528728137263543,0.06559237651909686
Ar,313,0.1,5,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9422633785565635,0.016842288182638523,0.057018725202758816,0.0030125604306326945,5.132325817313953,0.2144406034128978
Ar,313,0.1,5,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9357089486115221,0.01627882845817492,0.05744528683679338,0.0033421504364279024,4.846913094043396,0.28357833090685874
Ar,313,0.1,5,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9372248690933315,0.015538899456354201,0.05676967190130322,0.003468266408034096,4.608668493184817,0.3251731591603456
Ar,313,0.1,5,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.48094294882251304,0.01857054240904024,0.28482758423005927,0.005667131768443422,34.93140772371258,1.4826587079766973
Ar,313,0.1,5,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.4207578672270462,0.020785471771335495,0.2988105014255944,0.006731891520351388,36.54695028976426,1.7172649129599433
Ar,313,0.1,5,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.46425133119029294,0.040441670839505374,0.2756542560182353,0.008535733714644314,33.966384988231745,1.587949063252913
Ar,313,0.5,15,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9675001905034748,0.0025001703057202646,0.11928235478894708,0.0010318845048355727,4.90858372732285,0.06340140626776584
Ar,313,0.5,15,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9645897290211867,0.002653966744042146,0.12445505040586427,0.0026196611254029147,5.070832725771144,0.085319503270012
Ar,313,0.5,15,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9644533982249817,0.002630705352867928,0.11778429882129601,0.00209769250111641,4.777581413679738,0.10074768722785743
Ar,313,0.5,15,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9628500527262739,0.004237037965579422,0.13070885895639384,0.0023118507960249494,5.665760731879461,0.06849586410605274
Ar,313,0.5,15,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9614087878420442,0.0024826401594395388,0.13376069312085284,0.0026679189285843926,5.638964692995617,0.10493283272664615
Ar,313,0.5,15,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9604087032725154,0.006371247501109994,0.12833412505227632,0.0031434466082711655,5.304649137354147,0.1195507030262159
Ar,313,0.5,15,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.6848334197638788,0.006375232643975912,0.4519485168756757,0.010293526818197167,23.55903650207599,0.797157176446136
Ar,313,0.5,15,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.6599149805033189,0.00978250195454394,0.4693639999607083,0.010581294224846395,24.312228849058194,0.7023084777633756
Ar,313,0.5,15,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.6878876145349009,0.011226190414257181,0.43111395172835804,0.011709296481406692,22.577197785753768,0.8458336665829135
Ar,313,0.5,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.996939069474554,0.0001582043120915149,0.0042102808377538405,0.00011060133333341971,1.6703830696058346,0.06826783033220592
Ar,313,0.5,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9978671773134149,0.00012875732513852677,0.00322993723122426,7.303668822722587e-05,1.161206421483805,0.026764838675637614
Ar,313,0.5,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9974453041161734,0.00019776180110490718,0.00337411915664326,9.611549549176293e-05,1.1917108107064827,0.02747381666421851
Ar,313,0.5,1,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9816415124786744,0.025573870784669356,0.0066493583331563005,0.001146869152727052,2.259791855801781,0.1462474856732475
Ar,313,0.5,1,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9897518428655981,0.012289431407473829,0.0051469000104164,0.0009551534828728862,1.3476904975375337,0.06291211694061652
Ar,313,0.5,1,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9861908112819057,0.013893874846801234,0.00566783465625786,0.0009575919852859945,1.3812716398396367,0.05439268214059626
Ar,313,0.5,1,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.3440412474870097,0.05465307325785317,0.10188972513762666,0.003255867565793021,54.518788982867775,4.306834914598655
Ar,313,0.5,1,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.2541288608885069,0.06493823262219209,0.10713985824553526,0.005035441207924324,56.743954809734205,5.076890813608514
Ar,313,0.5,1,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.3389722750072662,0.054819179358562085,0.09721044294976645,0.0038534478364296585,52.67381867663031,3.925282589671407
Ar,313,0.5,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9722297398661925,0.003384838647609516,0.03998229519678318,0.0010971326591492105,3.6974976412643903,0.13844291838789238
Ar,313,0.5,5,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9704575934192109,0.003494846720924027,0.039481520096603856,0.0006719497873925892,3.5389287411534744,0.10525850236698106
Ar,313,0.5,5,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9707033782946116,0.0038649583664320335,0.03827704697096328,0.0007969439807534544,3.393906360769873,0.08858263383009238
Ar,313,0.5,5,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9484961551945027,0.01569656018717067,0.05268696705841876,0.0029766454722723124,4.808958893610385,0.2338513674289425
Ar,313,0.5,5,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9425584502069142,0.01613800245718844,0.05335650417348,0.00345545350890602,4.483860808788358,0.2919296631393329
Ar,313,0.5,5,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9472060687398214,0.014486463587496,0.051431822488810675,0.003338907443177786,4.182298788419173,0.30140546614991787
Ar,313,0.5,5,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.48094294882251304,0.01857054240904024,0.28482758423005927,0.005667131768443422,34.93140772371258,1.4826587079766973
Ar,313,0.5,5,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.4207578672270462,0.020785471771335495,0.2988105014255944,0.006731891520351388,36.54695028976426,1.7172649129599433
Ar,313,0.5,5,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.46425133119029294,0.040441670839505374,0.2756542560182353,0.008535733714644314,33.966384988231745,1.587949063252913
H2,293,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9797073951765027,0.000686091961316184,0.03680841082070062,0.0006732219145758353,4.062943784231879,0.08468747725139388
H2,293,0.01,5,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.5838371643221187,0.2591386856297958,0.0604251489009177,0.008474588550195816,5.063583662604836,0.25810846690660644
H2,293,0.01,5,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.19622381785608617,0.11017669221393447,0.2694045741342241,0.007228064007335079,38.873278375876396,0.6034497958213024
He,273,0.01,15,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9878302222786509,0.0011667395571582021,0.014793338309779238,0.00041348570220757383,6.588065143158062,0.15789252910657472
He,273,0.01,15,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.988045804277189,0.0006091880709833537,0.014800407501723059,0.0003477721412651314,6.615039107176763,0.20483926266371505
He,273,0.01,15,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9879727092778652,0.0006927296889302025,0.014458384003759438,0.00034737778427545654,6.476138558998075,0.1844117764994595
He,273,0.01,15,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9612194736967206,0.05356254269471234,0.01622831104516454,0.0009635103322064851,7.1611347292384995,0.10052982255176807
He,273,0.01,15,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9612729884258752,0.039379342513089714,0.01586106154081748,0.0009151361602228083,7.059857277434153,0.1179336985643796
He,273,0.01,15,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9574944337552349,0.045419799219951866,0.0156839128510065,0.0008286874614977094,6.846306150625686,0.119184642884926
He,273,0.01,15,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.9524365002153322,0.05330244022032618,0.02342741006698194,0.0008138198369241712,12.927316184510733,0.548478656157882
He,273,0.01,15,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.9553893796820846,0.0370229147456528,0.02264778001229294,0.0005056329430312916,12.741138450338733,0.49005506127441306
He,273,0.01,15,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.949595068692075,0.04392973453516939,0.02182888084960042,0.0007523414412293305,11.587091704178114,0.2942062034166934
He,273,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9870546914133843,0.0012764730447603894,0.0010383706248670598,2.2688083446388864e-05,6.768918237001818,0.1526524969262686
He,273,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9876359455755598,0.0005218307578729823,0.0010332001773606,1.9831705156545213e-05,6.770413870211766,0.18441410906973765
He,273,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9876352026539171,0.0006624530378818118,0.00101053159068174,1.8837840723552542e-05,6.626890739694829,0.18472042714307074
He,273,0.01,1,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9626337130994127,0.049005428037510214,0.00113150526995528,5.6453890289582165e-05,7.306759738189433,0.16369394027131104
He,273,0.01,1,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9576121589653809,0.035993737254900786,0.00111780909243082,6.075675233135931e-05,7.231517801368767,0.10761155370422872
He,273,0.01,1,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9624553953937509,0.045460540752695185,0.0010886901061374198,5.788382936802719e-05,7.018276596658398,0.11024593880706719
He,273,0.01,1,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.9497990613335704,0.050290772072847344,0.0016658506539783398,6.810811206167746e-05,13.85617368142351,0.7232503806252755
He,273,0.01,1,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.944981306037689,0.03339453205982717,0.0016166989468212802,3.6893309653518885e-05,13.506100367088482,0.7713178119661152
He,273,0.01,1,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.9498361424535162,0.04242363067051347,0.00153631661610832,5.930665137411442e-05,12.219620604419832,0.5998385188633194
He,273,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9874140842891614,0.0013862182568480147,0.00508570549054696,0.0001319458428206415,6.672528441790862,0.15658579051999674
He,273,0.01,5,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.987924339492696,0.0006056558627576836,0.00509541993824412,0.00011035847262570698,6.722672505790389,0.20258623593027236
He,273,0.01,5,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9877802331730463,0.0007028754901289531,0.004985733409758999,9.2368689145694e-05,6.576249468613463,0.1862940557467591
He,273,0.01,5,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9628295606374877,0.048662389455770165,0.00553172784197244,0.00031871460036127924,7.241195952934616,0.10714516198423524
He,273,0.01,5,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9619202934949443,0.0343793938012125,0.00545282705959316,0.00030973820665080134,7.158717744637778,0.13137917797970397
He,273,0.01,5,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9583484714460745,0.04084424454642824,0.00540430841033812,0.00028748236936532325,6.947417533268722,0.11699219432185046
He,273,0.01,5,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.9522921455429711,0.04763373459051014,0.00811117848469248,0.00028827604700297466,13.43717441615387,0.6365037144194943
He,273,0.01,5,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.9501201683654206,0.033608347581539896,0.00786462177009294,0.00019373582038548622,13.185160160242749,0.6049951014779182
He,273,0.01,5,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.9490362539175138,0.03872448036667286,0.007553437080273459,0.00027513640774907776,12.017857683373496,0.5607224826163746
He,273,0.05,15,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9940080139473848,0.0005901765451658468,0.009778852067102162,0.00019511742747326918,4.259338181188122,0.06613291311899044
He,273,0.05,15,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9949641806298068,0.0003123159519380376,0.0089738365064693,0.00015830628212204145,3.8689769767274433,0.07991643430974224
He,273,0.05,15,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9949878381744955,0.0003247540673952944,0.0087538992494472,0.00013550236430155644,3.7727822389695254,0.07880019444332491
He,273,0.05,15,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9629768923768818,0.05335635498043061,0.01144922151745938,0.0007870964820968475,4.605344576644614,0.17336594397402996
He,273,0.05,15,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9610676107249365,0.03817121438138869,0.01056286833712168,0.0007555422729450831,4.119944712437608,0.06879826855585978
He,273,0.05,15,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9598976867206446,0.046154938951200916,0.01041317248814908,0.0008584435045388784,4.032688153387476,0.06948981441334302
He,273,0.05,15,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.9524365002153322,0.05330244022032618,0.02342741006698194,0.0008138198369241712,12.927316184510733,0.548478656157882
He,273,0.05,15,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.9553893796820846,0.0370229147456528,0.02264778001229294,0.0005056329430312916,12.741138450338733,0.49005506127441306
He,273,0.05,15,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.949595068692075,0.04392973453516939,0.02182888084960042,0.0007523414412293305,11.587091704178114,0.2942062034166934
He,273,0.05,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9939034681127371,0.0005154176187408382,0.00068386738430588,1.2408339342383675e-05,4.410547025087135,0.08422465050295773
He,273,0.05,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9948413162843636,0.00044430387716165815,0.0006253851066893599,1.3300564690170298e-05,3.9796927363083148,0.08647838141557548
He,273,0.05,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.994873056194199,0.00039863674598919377,0.00060975587178602,1.0863411971824677e-05,3.8920684741290925,0.0834703182281967
He,273,0.05,1,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9638876663709794,0.05096372325770815,0.0008060677095705199,5.287289159774514e-05,4.758784946137363,0.2133231522832442
He,273,0.05,1,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9676081100715406,0.03719111780282868,0.0007250966878940599,4.906211276684314e-05,4.200456974741874,0.08846610438431707
He,273,0.05,1,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9653201906458566,0.04596098920778728,0.00071363375406644,5.743740432187707e-05,4.137616618663429,0.08979397734669187
He,273,0.05,1,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.9497990613335704,0.050290772072847344,0.0016658506539783398,6.810811206167746e-05,13.85617368142351,0.7232503806252755
He,273,0.05,1,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.944981306037689,0.03339453205982717,0.0016166989468212802,3.6893309653518885e-05,13.506100367088482,0.7713178119661152
He,273,0.05,1,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.9498361424535162,0.04242363067051347,0.00153631661610832,5.930665137411442e-05,12.219620604419832,0.5998385188633194
He,273,0.05,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9940657866935754,0.0005498576262322053,0.0033285815444936,7.310016066725159e-05,4.300519042476846,0.06584550148999328
He,273,0.05,5,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9950336271788618,0.0003755671340594939,0.0030481825389778202,5.790184885778283e-05,3.888369951527718,0.07012170142211589
He,273,0.05,5,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9950462871732135,0.0003538822770312604,0.00296856232431434,4.672306881202808e-05,3.800997697301219,0.06862495474025235
He,273,0.05,5,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9657117336752762,0.04714921176544828,0.0038855579897537204,0.00024027541584646357,4.694695097227964,0.1933903601560394
He,273,0.05,5,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9603281400566865,0.03587621466586905,0.00356281192999236,0.0002659394420424831,4.130778294109648,0.0956531604027045
He,273,0.05,5,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9618249544387834,0.04133262628758667,0.0034977601284065995,0.00027206033878279497,4.044942379854094,0.08466779192598328
He,273,0.05,5,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.9522921455429711,0.04763373459051014,0.00811117848469248,0.00028827604700297466,13.43717441615387,0.6365037144194943
He,273,0.05,5,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.9501201683654206,0.033608347581539896,0.00786462177009294,0.00019373582038548622,13.185160160242749,0.6049951014779182
He,273,0.05,5,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.9490362539175138,0.03872448036667286,0.007553437080273459,0.00027513640774907776,12.017857683373496,0.5607224826163746
He,273,0.1,15,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9953278187981625,0.0003212571173082429,0.008627448115032181,0.00018118839855500387,3.7133336005254294,0.07906862292525565
He,273,0.1,15,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9964777073312693,0.0004170016018847561,0.007201575864650761,0.0001944675110140289,3.0241075231820487,0.04420338830040089
He,273,0.1,15,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9964915777794386,0.00047689882695441685,0.00704189344816034,0.0002590647731910701,2.9787469675000415,0.06719031426165115
He,273,0.1,15,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9639665817588969,0.05374678379384656,0.01020390022500892,0.0007423106012152871,4.002673104735125,0.20833230983671536
He,273,0.1,15,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9573284591107134,0.0384390726738361,0.00881569011651316,0.0008782697284300725,3.2023136194434514,0.06050230599462414
He,273,0.1,15,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9607006608671929,0.045960884113445434,0.00863577444037748,0.0008350426499719676,3.1331768857805535,0.05581803781342733
He,273,0.1,15,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.9524365002153322,0.05330244022032618,0.02342741006698194,0.0008138198369241712,12.927316184510733,0.548478656157882
He,273,0.1,15,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.9553893796820846,0.0370229147456528,0.02264778001229294,0.0005056329430312916,12.741138450338733,0.49005506127441306
He,273,0.1,15,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.949595068692075,0.04392973453516939,0.02182888084960042,0.0007523414412293305,11.587091704178114,0.2942062034166934
He,273,0.1,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9952506255219141,0.00038081870801063666,0.00059947826628522,7.5628842421830805e-06,3.837934362586188,0.056786505080551
He,273,0.1,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9964593098358367,0.0004811487344975079,0.00050323800443712,1.393073151006703e-05,3.1493593704082867,0.03359516189215894
He,273,0.1,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.996386282858208,0.000488474081763003,0.00049491748865366,1.681536554425935e-05,3.1257551095588822,0.04942737222826305
He,273,0.1,1,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9636761712801822,0.05209676932416067,0.00070273607600172,5.937327403936992e-05,4.095552228660913,0.182441167750662
He,273,0.1,1,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9711433249968247,0.038025118849849986,0.00058876557822112,5.960001489652917e-05,3.2721332214269503,0.05255846937124463
He,273,0.1,1,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9663982463523434,0.0460920353489354,0.0005910414416686,6.370183303305419e-05,3.2657152171606922,0.06329351154138244
He,273,0.1,1,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.9497990613335704,0.050290772072847344,0.0016658506539783398,6.810811206167746e-05,13.85617368142351,0.7232503806252755
He,273,0.1,1,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.944981306037689,0.03339453205982717,0.0016166989468212802,3.6893309653518885e-05,13.506100367088482,0.7713178119661152
He,273,0.1,1,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.9498361424535162,0.04242363067051347,0.00153631661610832,5.930665137411442e-05,12.219620604419832,0.5998385188633194
He,273,0.1,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9953986161784435,0.0002659200089990822,0.0029100428073312997,3.2668394941210947e-05,3.733794101829227,0.05655962848878798
He,273,0.1,5,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9966675586855442,0.00037944310662358993,0.0024172142958497197,5.2319361187236016e-05,3.0272541902775347,0.04238681223663427
He,273,0.1,5,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9965659610921577,0.0004518206266742438,0.00236577296861882,7.67937519560957e-05,2.992580882303487,0.05362131441857002
He,273,0.1,5,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9660189834110777,0.04790859577271044,0.0034400921439928797,0.0002373762529959168,4.019360674535026,0.19761903751717977
He,273,0.1,5,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9610618532376481,0.03413837644578842,0.00293061679678552,0.00029055087215691433,3.1750046830130834,0.038402687382935355
He,273,0.1,5,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9631871560158594,0.04170499336747383,0.0028876785423430197,0.0002824446631939948,3.1319705033099394,0.0543203888848591
He,273,0.1,5,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.9522921455429711,0.04763373459051014,0.00811117848469248,0.00028827604700297466,13.43717441615387,0.6365037144194943
He,273,0.1,5,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.9501201683654206,0.033608347581539896,0.00786462177009294,0.00019373582038548622,13.185160160242749,0.6049951014779182
He,273,0.1,5,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.9490362539175138,0.03872448036667286,0.007553437080273459,0.00027513640774907776,12.017857683373496,0.5607224826163746
He,273,0.5,15,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9967471337936636,0.00017894261283560078,0.00679227447370878,9.153660151797959e-05,2.9779674711044453,0.08768235828591842
He,273,0.5,15,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9980479302133132,0.00019091692521015546,0.00463495981366734,4.688300438760916e-05,1.8994329969231853,0.039236024020685406
He,273,0.5,15,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9978871515707942,0.0003219246211553719,0.00453460285956374,9.6448433115066e-05,1.8997163222063982,0.059765915964950116
He,273,0.5,15,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9643455722222383,0.05395071994979902,0.00856285353052166,0.0005854800051236952,3.2525395754390187,0.2886103231118931
He,273,0.5,15,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9614358846096159,0.037990674718903536,0.00626486001511554,0.0007733229098619521,1.9531657927725192,0.05787859019187501
He,273,0.5,15,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9612615141110904,0.04610442052893918,0.00614602913913038,0.0008290321289581366,1.9034452434946847,0.04783292627504195
He,273,0.5,15,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.9524365002153322,0.05330244022032618,0.02342741006698194,0.0008138198369241712,12.927316184510733,0.548478656157882
He,273,0.5,15,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.9553893796820846,0.0370229147456528,0.02264778001229294,0.0005056329430312916,12.741138450338733,0.49005506127441306
He,273,0.5,15,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.949595068692075,0.04392973453516939,0.02182888084960042,0.0007523414412293305,11.587091704178114,0.2942062034166934
He,273,0.5,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.996660474211367,0.0003912662414795664,0.00047911129686448,2.039441083115651e-05,3.1644963834371507,0.12925614589093964
He,273,0.5,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9980919996182728,0.0002275089436450669,0.00031969556998052,4.188279276746867e-06,2.0020157099073796,0.05053724200953354
He,273,0.5,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9977733247733805,0.00042859468975262163,0.00031761131057538,8.359554178748898e-06,2.0403034964869846,0.06922249468412221
He,273,0.5,1,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9652091275188106,0.04983495300704187,0.0005917789969104199,4.544825771821823e-05,3.370809157118405,0.31197678889037184
He,273,0.5,1,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9681042429308476,0.0369342998959255,0.00041544634754536,5.278511601291095e-05,2.0837862324331526,0.05986647116888196
He,273,0.5,1,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.966678397965911,0.04592930220065569,0.00041310629114703996,5.972163261283108e-05,2.075732383419308,0.043602942529545434
He,273,0.5,1,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.9497990613335704,0.050290772072847344,0.0016658506539783398,6.810811206167746e-05,13.85617368142351,0.7232503806252755
He,273,0.5,1,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.944981306037689,0.03339453205982717,0.0016166989468212802,3.6893309653518885e-05,13.506100367088482,0.7713178119661152
He,273,0.5,1,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.9498361424535162,0.04242363067051347,0.00153631661610832,5.930665137411442e-05,12.219620604419832,0.5998385188633194
He,273,0.5,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9968433266743608,0.0003047768506236133,0.0022892508884950202,8.658829475235534e-05,3.0164633345103438,0.09388975084971728
