GAS,TEMP,MODEL,SAMPLING,LOW,R2_MEAN_HIGH_1,R2_MEAN_HIGH_5,R2_MEAN_HIGH_15,R2_STD_HIGH_1,R2_STD_HIGH_5,R2_STD_HIGH_15,MAE_MEAN_HIGH_1,MAE_MEAN_HIGH_5,MAE_MEAN_HIGH_15,MAE_STD_HIGH_1,MAE_STD_HIGH_5,MAE_STD_HIGH_15,MAPE_MEAN_HIGH_1,MAPE_MEAN_HIGH_5,MAPE_MEAN_HIGH_15,MAPE_STD_HIGH_1,MAPE_STD_HIGH_5,MAPE_STD_HIGH_15,INPUT_HIGH_1,INPUT_HIGH_5,INPUT_HIGH_15
Ar,273,gbm,random_struct__gbm_TRAIN_RATIO0.8,0.01,0.2886773758616358,0.4820325344905677,0.7294466905294312,0.0231654155273406,0.0218572472952971,0.0170869950214055,0.2262396671479896,0.4860799669965442,0.6403554059391904,0.0068637552348214,0.0176304184343703,0.0224246990390833,55.95084672081602,32.11065718701449,20.358206941652643,2.9929315206383684,1.2085865227706332,0.652721866835017,struct,struct,struct
Ar,273,gbm,random_struct__gbm_TRAIN_RATIO0.8,0.05,0.2886773758616358,0.4820325344905677,0.7294466905294312,0.0231654155273406,0.0218572472952971,0.0170869950214055,0.2262396671479896,0.4860799669965442,0.6403554059391904,0.0068637552348214,0.0176304184343703,0.0224246990390833,55.95084672081602,32.11065718701449,20.358206941652643,2.9929315206383684,1.2085865227706332,0.652721866835017,struct,struct,struct
Ar,273,gbm,random_struct__gbm_TRAIN_RATIO0.8,0.1,0.2886773758616358,0.4820325344905677,0.7294466905294312,0.0231654155273406,0.0218572472952971,0.0170869950214055,0.2262396671479896,0.4860799669965442,0.6403554059391904,0.0068637552348214,0.0176304184343703,0.0224246990390833,55.95084672081602,32.11065718701449,20.358206941652643,2.9929315206383684,1.2085865227706332,0.652721866835017,struct,struct,struct
Ar,273,gbm,random_struct__gbm_TRAIN_RATIO0.8,0.5,0.2886773758616358,0.4820325344905677,0.7294466905294312,0.0231654155273406,0.0218572472952971,0.0170869950214055,0.2262396671479896,0.4860799669965442,0.6403554059391904,0.0068637552348214,0.0176304184343703,0.0224246990390833,55.95084672081602,32.11065718701449,20.358206941652643,2.9929315206383684,1.2085865227706332,0.652721866835017,struct,struct,struct
Ar,273,gbm,random_struct__gbm_TRAIN_RATIO0.8,Henry,0.2886773758616358,0.4820325344905677,0.7294466905294312,0.0231654155273406,0.0218572472952971,0.0170869950214055,0.2262396671479896,0.4860799669965442,0.6403554059391904,0.0068637552348214,0.0176304184343703,0.0224246990390833,55.95084672081602,32.11065718701449,20.358206941652643,2.9929315206383684,1.2085865227706332,0.652721866835017,struct,struct,struct
Ar,273,gbm,random_with_input__gbm_TRAIN_RATIO0.8,0.01,0.9587264095996516,0.935277830570256,0.9439160283291368,0.0143567233334622,0.007382983551532,0.0055310369804869,0.0305746796684415,0.1404722096503912,0.2803979358722814,0.0027119875876175,0.0067529804770666,0.0108206783522476,4.015659961717076,6.944339607613316,7.557032455129248,0.1669855049708235,0.2966619940625287,0.1823565206243685,struct+input,struct+input,struct+input
Ar,273,gbm,random_with_input__gbm_TRAIN_RATIO0.8,0.05,0.9689602257924772,0.9359534621761296,0.94501938310768,0.0083877060933898,0.0082769208024453,0.0049385402943975,0.0270115039098301,0.1371662984217165,0.2763227881264862,0.0023149814101642,0.0076170891979416,0.0097485971838212,3.413255117913232,6.7217794173641705,7.442604283818994,0.1067098840516426,0.3312624012716694,0.1718000315856298,struct+input,struct+input,struct+input
Ar,273,gbm,random_with_input__gbm_TRAIN_RATIO0.8,0.1,0.9731353961315384,0.9379783002724148,0.944810489869644,0.0091084426151612,0.0075839745119821,0.00584172891197,0.0251356871338932,0.1345076609973259,0.2749525448630958,0.00208785483337,0.006248902413262,0.0110264797249191,3.2124476466064813,6.563221745956544,7.380768310069532,0.060809395329349,0.2862901611038359,0.2433871417748584,struct+input,struct+input,struct+input
Ar,273,gbm,random_with_input__gbm_TRAIN_RATIO0.8,0.5,0.992884880984146,0.9512020441739956,0.951269098214846,0.0030772742797864,0.0066070006063454,0.0058895882097493,0.0141017442059467,0.1189080828047585,0.2600629475987794,0.0008194299277689,0.0064198806546309,0.009974857109465,1.9296349282299157,5.830979493496471,6.998444803443836,0.0579059033818429,0.2914211883568117,0.1970399876842335,struct+input,struct+input,struct+input
Ar,273,gbm,random_with_input__gbm_TRAIN_RATIO0.8,Henry,0.8487588462604746,0.8922590010810081,0.9242332972326136,0.0069764750941508,0.0073636038243578,0.0024271787383339,0.0862584173546764,0.2185461592453414,0.3475272816741086,0.0015559408618103,0.00517855307514,0.0054813774381958,20.10788495404181,13.50258827112184,10.296943430801724,1.6823760696187515,0.3728322541070793,0.2540748961106356,struct+input,struct+input,struct+input
Ar,273,rf,qt_then_rd__rf_TRAIN_RATIO0.8,0.01,0.9771458677188092,0.939136288741653,0.9383258285395224,0.0012480972433286,0.001958152852742,0.0031823347231231,0.0193021688455534,0.1164870795911166,0.2637943178920575,0.0005196292819866,0.0016274316384217,0.0010014009522539,3.2798198308892004,5.852172868572768,6.89019840111568,0.0491675187452564,0.1321438517795872,0.0802792824847868,struct+input,struct+input,struct+input
Ar,273,rf,qt_then_rd__rf_TRAIN_RATIO0.8,0.05,0.97882895145544,0.9415978804456212,0.9431964469653422,0.0028619517313784,0.004411025994778,0.0037740484251755,0.0173572328896643,0.1133762135723647,0.261490030372281,0.0007158207649049,0.0027715929623669,0.0076396161723866,2.813159126474085,5.615497053177621,6.74725706790092,0.1043726679106642,0.162903748918535,0.1545911460666779,struct+input,struct+input,struct+input
Ar,273,rf,qt_then_rd__rf_TRAIN_RATIO0.8,0.1,0.9845767585423036,0.9458629950689252,0.944356655262039,0.0018627316026079,0.0034406509997872,0.0043743687104858,0.015833341737173,0.1085642145248513,0.2559307224517245,0.0004738944957423,0.0027497408734127,0.0075068027647179,2.5729330008617715,5.332146675731804,6.616621319604823,0.0538205541170935,0.1430097234004414,0.156304303360734,struct+input,struct+input,struct+input
Ar,273,rf,qt_then_rd__rf_TRAIN_RATIO0.8,0.5,0.9949418897109208,0.9540096072347776,0.944984206195126,0.0007241104406087,0.0054448252989548,0.0036487666587625,0.0105692074192119,0.1008255015717654,0.2524025373138433,0.0002772588005585,0.00216989545237,0.0052753417043656,1.7439597278675936,4.982290276830979,6.533068820684841,0.0358413561611244,0.2150454713118712,0.2050801490683357,struct+input,struct+input,struct+input
Ar,273,rf,qt_then_rd__rf_TRAIN_RATIO0.8,Henry,0.8007480657620085,0.9123798604839968,0.943999961848396,0.024826118481336,0.0129795447750837,0.0018484484735646,0.0365773749142737,0.119637251782347,0.2485057439507187,0.0026630881061811,0.0034661418809905,0.0041834067185902,5.482720213516262,5.866019972395328,6.463407514635047,0.335465577019656,0.2072994991888161,0.0975347452651494,struct+input,struct+input,struct+input
Ar,273,rf,random_struct__rf_TRAIN_RATIO0.8,0.01,0.3685657712297831,0.5318279057573673,0.7498821648152786,0.0444944257208434,0.0353659421361762,0.020603758045855,0.2041245569522512,0.4472147095310469,0.5933429369542796,0.0090926384717815,0.0195399768931958,0.0243045445287202,51.37163240194941,30.28477580409209,19.066119436669634,2.892822013543875,1.1739767554862928,0.7203569087872267,struct,struct,struct
Ar,273,rf,random_struct__rf_TRAIN_RATIO0.8,0.05,0.3685657712297831,0.5318279057573673,0.7498821648152786,0.0444944257208434,0.0353659421361762,0.020603758045855,0.2041245569522512,0.4472147095310469,0.5933429369542796,0.0090926384717815,0.0195399768931958,0.0243045445287202,51.37163240194941,30.28477580409209,19.066119436669634,2.892822013543875,1.1739767554862928,0.7203569087872267,struct,struct,struct
Ar,273,rf,random_struct__rf_TRAIN_RATIO0.8,0.1,0.3685657712297831,0.5318279057573673,0.7498821648152786,0.0444944257208434,0.0353659421361762,0.020603758045855,0.2041245569522512,0.4472147095310469,0.5933429369542796,0.0090926384717815,0.0195399768931958,0.0243045445287202,51.37163240194941,30.28477580409209,19.066119436669634,2.892822013543875,1.1739767554862928,0.7203569087872267,struct,struct,struct
Ar,273,rf,random_struct__rf_TRAIN_RATIO0.8,0.5,0.3685657712297831,0.5318279057573673,0.7498821648152786,0.0444944257208434,0.0353659421361762,0.020603758045855,0.2041245569522512,0.4472147095310469,0.5933429369542796,0.0090926384717815,0.0195399768931958,0.0243045445287202,51.37163240194941,30.28477580409209,19.066119436669634,2.892822013543875,1.1739767554862928,0.7203569087872267,struct,struct,struct
Ar,273,rf,random_struct__rf_TRAIN_RATIO0.8,Henry,0.3685657712297831,0.5318279057573673,0.7498821648152786,0.0444944257208434,0.0353659421361762,0.020603758045855,0.2041245569522512,0.4472147095310469,0.5933429369542796,0.0090926384717815,0.0195399768931958,0.0243045445287202,51.37163240194941,30.28477580409209,19.066119436669634,2.892822013543875,1.1739767554862928,0.7203569087872267,struct,struct,struct
Ar,273,rf,random_with_input__rf_TRAIN_RATIO0.8,0.01,0.9603524771112448,0.9330618648958662,0.940576317322616,0.010535766761737,0.0067931416317755,0.0056398016249524,0.0304959319762468,0.1362074552058764,0.2732436683362155,0.0021740048757205,0.0072969660485894,0.0124243438653236,3.867623987326146,6.508803374922621,7.2949361441606015,0.1016484336240862,0.3258858647924665,0.2279072022652358,struct+input,struct+input,struct+input
Ar,273,rf,random_with_input__rf_TRAIN_RATIO0.8,0.05,0.9669240323125076,0.9351511456844224,0.941726031325868,0.0094734977463921,0.006678058065605,0.0060037936551958,0.0277239446075866,0.1328453795367998,0.2698891601203471,0.0020816260572138,0.0074889412240074,0.0125249174190821,3.346734002030531,6.30344158478213,7.214588912779443,0.0845653676608026,0.354134551479315,0.2505710460429494,struct+input,struct+input,struct+input
Ar,273,rf,random_with_input__rf_TRAIN_RATIO0.8,0.1,0.9709663843505192,0.9362103847827228,0.942489946195704,0.0084651200870932,0.0060984198853587,0.0056291816746825,0.0260350763674279,0.1309920959029819,0.2679747012110915,0.0019698592080227,0.0070791123456011,0.0118560855824958,3.126879087931885,6.209506984932983,7.12503259786043,0.0564158349738656,0.344242480151073,0.2007833905882495,struct+input,struct+input,struct+input
Ar,273,rf,random_with_input__rf_TRAIN_RATIO0.8,0.5,0.9917002586037564,0.9505841597290056,0.9494581960155632,0.0035406599141788,0.0058411811659947,0.0059277425069279,0.0145882247797817,0.1159683274999882,0.2545236849083585,0.0008773079876155,0.0054465001663929,0.0103396583101447,1.9137692096268268,5.514786865243544,6.769465601016053,0.0854764992224647,0.281389501278323,0.1549934331191979,struct+input,struct+input,struct+input
Ar,273,rf,random_with_input__rf_TRAIN_RATIO0.8,Henry,0.8838250621669232,0.923829423139067,0.945234174901732,0.0194784394098783,0.0047731657685114,0.0059622136381224,0.0455943640200296,0.1367421789451689,0.2599623647681783,0.0025570862603612,0.0053521549791949,0.0120451024007456,6.780705674227741,6.742031888618939,7.153750292546944,0.8228417789472383,0.3627800750590746,0.2678229888743506,struct+input,struct+input,struct+input
Ar,293,cat,qt_then_rd__cat_TRAIN_RATIO0.8,0.01,0.9879389355825752,0.96720141811329,0.9611057029415292,0.0008894139372873,0.0011455436715534,0.0006975609700661,0.0112415501576245,0.0664172162397502,0.1729536553969224,0.0002325447548343,0.0007202288654115,0.001824946151058,3.163945473153949,4.592779814437788,5.698899487244869,0.0657055610057626,0.0468251553244438,0.076659754515176,struct+input,struct+input,struct+input
Ar,293,cat,qt_then_rd__cat_TRAIN_RATIO0.8,0.05,0.9892247182940812,0.9690815731178726,0.9616397279166232,0.0020155539869752,0.001683440534796,0.0029607959883698,0.0096409674146167,0.0632381083324511,0.1710261820830945,0.0002152085396931,0.0010592193825723,0.0043910044636139,2.632041746445944,4.262426511477737,5.578408412618546,0.087062821151617,0.0964530570603224,0.1939649652068501,struct+input,struct+input,struct+input
Ar,293,cat,qt_then_rd__cat_TRAIN_RATIO0.8,0.1,0.9912107729981472,0.9708082320678352,0.963529145907486,0.0003248730937274,0.001885333951103,0.0024064261459744,0.0092403646100281,0.0616530759827393,0.1670990145929849,0.0001914904984741,0.0014595115968705,0.0024155759087791,2.534770533524599,4.207945813988221,5.577384846860062,0.0567709236468831,0.0497118676990942,0.0749021695657318,struct+input,struct+input,struct+input
Ar,293,cat,qt_then_rd__cat_TRAIN_RATIO0.8,0.5,0.9961071551823748,0.976678229537107,0.9659705030465496,0.0002312884293624,0.0016374184502249,0.0020278413727514,0.0065512320904952,0.0549970556790916,0.1600796566126454,0.000112848890647,0.0006974086425539,0.0040519889167256,1.8332011953841916,3.736025624461037,5.254246074181027,0.0331672621743576,0.0436370135935741,0.1262379989975496,struct+input,struct+input,struct+input
Ar,293,cat,qt_then_rd__cat_TRAIN_RATIO0.8,Henry,0.9884089516119832,0.9634251342110848,0.9557552339075804,0.0024523234222883,0.0035709099537889,0.0048741277313764,0.0093838485903902,0.0633963259075549,0.1710074088918564,0.0003158966360237,0.0018631074913756,0.0036842917068518,2.5013836377294147,4.268114092593921,5.609694367956368,0.0582377950916884,0.152032028676148,0.1263755297739281,struct+input,struct+input,struct+input
Ar,293,cat,random_struct__cat_TRAIN_RATIO0.8,0.01,0.3273315961401276,0.4773896430737048,0.7048120148129527,0.046793691095265,0.0243770340882124,0.0144802947178977,0.1459350023297856,0.368944031479977,0.5355381781036758,0.0066200673330443,0.0093715039537743,0.0105696483643998,51.87002152883118,33.199821333413624,21.846409734722236,3.2143380920959417,0.973412181697899,0.4685407326000066,struct,struct,struct
Ar,293,cat,random_struct__cat_TRAIN_RATIO0.8,0.05,0.3273315961401276,0.4773896430737048,0.7048120148129527,0.046793691095265,0.0243770340882124,0.0144802947178977,0.1459350023297856,0.368944031479977,0.5355381781036758,0.0066200673330443,0.0093715039537743,0.0105696483643998,51.87002152883118,33.199821333413624,21.846409734722236,3.2143380920959417,0.973412181697899,0.4685407326000066,struct,struct,struct
Ar,293,cat,random_struct__cat_TRAIN_RATIO0.8,0.1,0.3273315961401276,0.4773896430737048,0.7048120148129527,0.046793691095265,0.0243770340882124,0.0144802947178977,0.1459350023297856,0.368944031479977,0.5355381781036758,0.0066200673330443,0.0093715039537743,0.0105696483643998,51.87002152883118,33.199821333413624,21.846409734722236,3.2143380920959417,0.973412181697899,0.4685407326000066,struct,struct,struct
Ar,293,cat,random_struct__cat_TRAIN_RATIO0.8,0.5,0.3273315961401276,0.4773896430737048,0.7048120148129527,0.046793691095265,0.0243770340882124,0.0144802947178977,0.1459350023297856,0.368944031479977,0.5355381781036758,0.0066200673330443,0.0093715039537743,0.0105696483643998,51.87002152883118,33.199821333413624,21.846409734722236,3.2143380920959417,0.973412181697899,0.4685407326000066,struct,struct,struct
Ar,293,cat,random_struct__cat_TRAIN_RATIO0.8,Henry,0.3671816637444753,0.5120019269653454,0.7163886197469602,0.0400873755600317,0.0101116903877448,0.0055451713861355,0.1372358259438718,0.3615197868537806,0.5337740785333744,0.0034499966739834,0.0071395452854493,0.0118023749566971,52.24449075478252,33.49155817086883,22.010991665583337,3.7105077601725016,1.159552354692795,0.6854823927709481,struct,struct,struct
Ar,293,cat,random_with_input__cat_TRAIN_RATIO0.8,0.01,0.909724150127213,0.9559305813279884,0.9632853049559912,0.0436799997770396,0.0090443266818053,0.0038195892168336,0.0210584180090698,0.0775162184267476,0.1759527248918141,0.0035854310292071,0.0032091711065233,0.0038801470315181,4.018645966612171,5.15491299394875,6.048263442943115,0.1931553897281658,0.1726744808298321,0.1260338239801593,struct+input,struct+input,struct+input
Ar,293,cat,random_with_input__cat_TRAIN_RATIO0.8,0.05,0.9149260592734952,0.9592678170362012,0.9653793176303684,0.037612652788606,0.008818884105941,0.0030616452543282,0.0189483744054629,0.0734026115145102,0.1705323669548476,0.0034097457963896,0.0034133364288365,0.004611361781654,3.4521095120450256,4.808416885972799,5.844204813358052,0.2034561247880263,0.1506054295754812,0.1317551104033793,struct+input,struct+input,struct+input
Ar,293,cat,random_with_input__cat_TRAIN_RATIO0.8,0.1,0.938868114755989,0.9638796303976148,0.96566347278328,0.0266100465368251,0.0075206353470011,0.003332869532214,0.0173882287887915,0.0708234581722935,0.1692247876747588,0.0028740321134886,0.0030779557088786,0.0046185452824783,3.189267521411264,4.61092334445652,5.837910100474007,0.1555855759996325,0.1472104491358145,0.1555380996060776,struct+input,struct+input,struct+input
Ar,293,cat,random_with_input__cat_TRAIN_RATIO0.8,0.5,0.956728790661413,0.9726340425208015,0.9704984752805738,0.0215351950070475,0.0052521173186122,0.0024388404396034,0.012627739526581,0.0624986560962136,0.1588290136684003,0.0018689859057687,0.002643937850211,0.0041322087066118,2.427984738845764,4.093318637783588,5.460930303362162,0.1514062095290261,0.1399558071783559,0.1378011746888972,struct+input,struct+input,struct+input
Ar,293,cat,random_with_input__cat_TRAIN_RATIO0.8,Henry,0.9596047507686,0.965665615712817,0.9624757925407308,0.0226265061243963,0.0054536624752387,0.0032019788189435,0.0149475591026694,0.0722776172617308,0.1743622543358788,0.0016450956642249,0.0024781761655243,0.0041079058352903,3.330653406594436,4.930034079275499,5.975238561778367,0.1314896121597857,0.1530710920698646,0.1261012211984277,struct+input,struct+input,struct+input
Ar,293,gbm,qt_then_rd__gbm_TRAIN_RATIO0.8,0.01,0.9890504116807172,0.9654158043351784,0.9576019303797676,0.0008154319851548,0.0018566972369858,0.0013786580208901,0.0103788191966967,0.0678015451443593,0.1812248083675215,0.0001818904462789,0.0010120595503396,0.0029790126801848,2.7731953721056017,4.625272881368453,5.978944557711836,0.0378080764243129,0.0683666065364633,0.0753544128510737,struct+input,struct+input,struct+input
Ar,293,gbm,qt_then_rd__gbm_TRAIN_RATIO0.8,0.05,0.9906641950571714,0.9662323144285476,0.9583288563440024,0.0018453766681192,0.002833126246677,0.0030067829056195,0.0083887767772637,0.0650376281974164,0.1784732546600024,0.0001568339222233,0.0012880232566449,0.0028387328456807,2.12228165470484,4.313300971136648,5.784716543368235,0.055351850526867,0.1140609359895695,0.1474013413392881,struct+input,struct+input,struct+input
